Id,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LanSlope,1stFlrSF,2ndFlrSF,GarageArea,GrLivArea,TotalArea,BedroomAbvGr,Neighborhood,Age,TimeSinceSold,GarageAge,ExterQual,ExterCond,BsmtQual,BsmtCond,HeatingQC,KitchenQual,FireplaceQu,GarageQual,GarageCond,MSZoning,MSSubClass,Condition1,Condition2,BldgType,HouseStyle,MasVnrType,Exterior1st_VinylSd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Wd Sdng,Exterior2nd_VinylSd,Exterior2nd_HdBoard,Exterior2nd_MetalSd,Exterior2nd_Wd Sdng,Foundation_CBlock,Foundation_PConc,Heating,CentralAir,Electrical,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,KitchenAbvGr,TotRmsAbvGrd,Functional,Fireplaces,GarageType_Attached,GarageType_Detached,GarageType_BuiltIn,GarageFinish_Unf,GarageFinish_RFn,GarageFinish_Fin,GarageCars,PavedDrive,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,SalePrice
729,1,1,1,1,1,0,1,1776,0,888,1776,19288,4,1,58,7.083333333,48,3,3,3,3,3,3,0,3,3,3,2,1,1,2,3,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,2,0,2,9,1,0,0,1,0,0,1,1,3,1,1,0,0,0,0,110000
730,1,1,1,1,1,1,1,848,0,539,1208,10942,2,1,66,7.583333333,54,3,3,3,3,3,3,0,3,3,2,1,1,1,3,2,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,5,1,0,0,1,0,0,1,1,2,1,1,0,0,1,1,103000
731,1,1,0,1,1,1,1,1616,0,608,1616,12847,2,4,20,6.416666667,21,4,3,4,3,5,4,3,3,3,3,4,1,1,3,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,0,1,5,1,1,1,0,0,1,0,1,2,1,1,0,0,1,1,236500
732,1,1,0,1,1,0,1,1146,0,438,1146,14753,3,3,13,9.25,13,4,3,5,3,5,4,4,3,3,3,3,1,1,3,3,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2,0,1,6,1,1,1,0,0,1,1,0,2,1,1,0,0,1,1,187500
733,1,1,0,1,1,1,1,1153,878,541,2031,18866,3,2,17,8.083333333,18,4,3,4,3,5,4,3,3,3,3,4,1,1,3,4,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,1,1,8,1,1,1,0,0,1,1,0,2,1,1,0,0,1,1,222500
734,1,1,1,1,1,0,1,1144,0,264,1144,14525,3,1,33,7.416666667,55,3,3,3,3,5,3,3,3,3,3,3,0,1,3,3,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,6,1,1,1,0,0,1,0,1,1,1,1,1,400,1,1,131400
735,1,1,0,1,1,0,1,948,0,300,948,13217,3,1,48,9.25,48,3,3,3,3,3,3,0,3,3,3,3,1,1,3,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,6,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,108000
736,1,1,1,1,1,1,1,880,888,320,1768,16817,2,1,46,9.833333333,102,3,3,4,3,2,3,3,3,3,2,3,1,1,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,6,1,2,0,1,0,0,1,1,2,0,1,0,0,1,1,163000
737,1,1,1,1,1,1,1,1040,0,400,1040,11084,2,1,66,10.08333333,67,3,3,0,0,4,3,0,3,3,3,2,1,1,2,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,2,6,1,0,0,1,0,0,1,1,2,1,1,0,0,1,1,93500
738,1,1,0,0,1,0,1,901,900,800,1801,16839,3,2,11,10.16666667,11,4,3,4,3,5,4,4,3,3,3,4,1,1,3,4,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,1,1,8,1,1,1,0,0,1,1,0,3,1,1,0,0,1,1,239900
739,1,1,1,1,1,1,1,1200,0,0,1200,15780,3,1,28,7.416666667,29,3,3,4,4,3,3,0,0,0,3,2,1,1,2,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,3,0,1,5,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,179000
740,1,1,0,1,1,1,1,864,864,572,1728,15377,3,2,12,7.333333333,12,4,3,4,3,5,4,0,3,3,3,4,1,1,3,4,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,1,1,7,1,0,1,0,0,1,0,1,2,1,1,0,0,1,1,190000
741,1,1,1,1,1,1,1,768,664,360,1432,13794,2,1,14,9.25,106,3,4,2,2,5,3,0,3,4,2,3,1,1,3,4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,1,7,1,0,0,1,0,0,1,1,2,1,1,0,0,1,0,132000
742,1,1,0,1,1,1,1,912,0,288,912,10937,3,1,20,8.25,54,3,4,3,3,4,4,0,3,3,3,3,0,1,3,3,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,5,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,142000
743,1,1,1,1,1,1,1,1349,0,539,1349,14733,3,2,15,8.666666667,16,3,3,4,3,5,3,0,3,3,3,3,1,1,3,3,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,0,1,6,1,0,1,0,0,0,1,1,2,1,1,0,0,1,1,179000
744,1,1,0,1,1,1,1,1464,0,480,1464,17806,3,1,17,6.833333333,19,3,3,4,3,5,3,3,3,3,3,3,1,1,3,3,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,2,0,1,6,0,1,1,0,0,1,0,1,2,1,1,0,0,1,1,175000
745,1,1,0,0,1,1,1,1337,0,462,1337,11580,2,4,23,7.833333333,23,4,3,4,3,4,4,3,3,3,3,4,1,1,3,3,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,2,0,1,5,1,1,1,0,0,1,0,1,2,1,1,0,0,1,1,180000
746,1,1,0,1,1,1,1,1175,1540,831,2715,18001,4,2,20,8.083333333,22,5,4,3,4,5,4,3,3,3,3,4,1,1,3,4,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,3,1,1,11,1,2,0,0,1,1,1,0,2,1,1,0,0,1,1,299800
747,1,1,0,1,1,1,1,980,1276,554,2256,16043,4,2,16,7.333333333,16,4,3,4,3,5,4,3,3,3,3,4,1,1,3,4,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,1,1,8,1,1,0,0,1,1,1,0,2,1,1,0,0,1,1,236000
748,1,1,0,1,1,0,1,1320,1320,864,2640,20956,4,1,13,7.25,66,4,3,3,2,3,4,4,3,3,2,3,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8,1,1,0,1,0,0,1,1,4,0,1,0,0,1,1,265979
749,1,1,0,1,1,1,1,1720,0,527,1720,18847,3,4,20,6.416666667,20,4,3,4,3,5,4,3,3,3,3,3,1,1,3,3,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2,0,1,7,1,1,1,0,0,1,1,0,2,1,1,0,0,1,1,260400
750,1,1,1,1,1,1,1,1088,441,240,1529,12030,4,1,66,7.333333333,71,3,3,0,0,3,3,0,3,3,3,2,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,9,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,98000
751,1,1,1,1,1,0,1,792,348,0,1140,12447,3,1,12,6.166666667,106,3,3,3,2,4,3,0,0,0,2,2,1,1,3,2,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,96500
752,1,1,1,1,1,1,1,660,660,400,1320,12158,3,2,13,9,13,4,3,4,3,5,4,0,3,3,3,4,0,1,3,4,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,1,1,6,1,0,1,0,0,1,1,0,2,1,1,0,0,1,1,162000
753,1,1,0,1,1,1,1,1494,0,576,1494,16032,3,2,19,10.08333333,19,3,4,4,3,5,4,0,3,3,3,3,1,1,3,3,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2,0,1,6,1,0,1,0,0,1,0,1,2,1,1,0,0,1,1,217000
754,1,1,1,1,1,1,1,1038,1060,878,2098,17876,3,4,11,10.41666667,11,4,3,4,3,4,5,4,3,3,3,4,1,1,3,4,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,1,1,8,1,1,1,0,0,1,0,1,3,1,1,0,0,1,1,275500
755,1,1,1,1,1,1,1,1026,0,440,1026,12754,3,1,11,7.083333333,47,3,3,3,3,4,4,0,3,3,3,3,1,1,3,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,5,1,0,0,1,0,1,0,1,2,1,1,0,0,1,1,156000
756,1,1,1,1,1,1,1,742,729,440,1471,9022,3,3,17,7.416666667,17,3,3,4,3,4,3,0,3,3,4,3,1,1,3,4,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,2,1,1,6,1,0,0,1,0,0,1,1,2,1,1,0,0,1,1,172500
757,1,1,0,1,1,1,1,866,902,578,1768,16932,3,2,9,7.333333333,9,4,3,4,3,5,4,0,3,3,3,4,1,1,3,4,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,1,1,7,1,0,1,0,0,1,0,1,2,1,1,0,0,1,1,212000
758,1,1,0,1,1,0,1,672,714,440,1386,16835,3,1,38,6.333333333,38,3,3,3,3,3,3,3,3,3,3,4,1,1,3,4,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,2,1,1,6,1,1,1,0,0,1,1,0,2,1,1,0,0,1,0,158900
759,1,1,1,1,1,1,1,757,744,440,1501,7594,3,3,17,8,17,3,3,4,3,4,3,0,3,3,4,3,1,1,2,4,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,2,1,1,6,1,0,0,1,0,0,1,1,2,1,1,0,0,1,1,179400
760,1,1,0,1,1,1,1,1328,1203,752,2531,21605,4,4,21,8.75,21,4,3,4,3,5,4,3,3,3,3,4,1,1,3,4,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,1,1,9,1,1,1,0,0,1,0,1,3,1,1,0,0,1,1,290000
761,1,1,1,1,1,1,1,864,0,300,864,12926,2,1,57,6.833333333,8,3,3,3,3,5,3,0,5,5,3,3,1,1,3,3,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,5,1,0,0,1,0,0,1,1,1,1,1,1,450,1,1,127500
762,1,1,1,1,1,0,1,1301,0,440,1301,12303,2,1,66,6.833333333,51,3,3,3,3,3,2,0,3,3,2,1,0,1,3,3,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,5,0,0,0,1,0,0,1,1,2,1,1,0,0,1,1,100000
763,1,1,1,1,1,1,1,764,783,614,1547,14146,3,3,7,6.166666667,7,3,3,4,3,5,4,0,3,3,4,4,1,1,3,4,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,1,1,7,1,0,1,0,0,0,1,1,2,1,1,0,0,0,1,215200
764,1,1,1,1,1,1,1,1268,1097,856,2365,18583,3,4,17,7.083333333,17,4,3,4,3,5,4,4,3,3,3,4,1,1,3,4,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2,1,1,8,1,1,1,0,0,1,0,1,3,1,1,0,0,1,1,337000
765,1,1,0,1,1,0,1,1494,0,481,1494,16282,2,3,20,10.33333333,21,4,4,4,4,5,5,4,3,3,3,4,1,1,3,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,6,1,1,1,0,0,1,1,0,2,1,1,0,0,1,1,270000
766,1,1,0,1,1,1,1,1506,0,592,1506,21720,2,3,8,8,8,4,3,4,3,5,5,4,3,3,3,3,1,1,3,3,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,0,1,6,1,1,1,0,0,1,1,0,2,1,1,0,0,0,0,264132
767,1,1,1,1,1,1,1,980,734,496,1714,16877,3,2,28,6.416666667,28,3,3,4,3,3,3,3,3,3,3,4,1,1,3,4,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,2,1,1,7,1,1,1,0,0,0,1,1,2,1,1,1,500,1,1,196500
768,1,1,0,1,1,1,1,983,767,423,1750,18873,4,1,31,8.083333333,27,3,3,4,3,5,3,0,3,3,3,2,1,1,3,2,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,2,0,1,7,0,0,1,0,0,0,1,1,1,1,1,1,1300,1,1,160000
769,1,1,1,1,1,1,1,1836,0,484,1836,17199,3,2,11,9.833333333,12,4,3,4,3,5,4,4,3,3,3,3,1,1,3,3,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,0,1,8,1,1,1,0,0,1,1,0,2,1,1,0,0,1,1,216837
770,1,1,0,0,1,0,0,1690,1589,841,3279,65602,4,4,13,6.166666667,13,5,3,4,3,5,5,4,3,3,3,4,1,1,3,4,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,3,1,1,12,0,1,0,0,1,1,1,0,3,1,1,0,0,1,1,538000
771,1,1,0,1,1,0,1,858,0,576,858,11380,2,1,34,7.333333333,33,3,3,4,3,3,3,0,3,3,3,2,1,1,3,2,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,5,1,0,0,1,0,0,1,1,2,1,1,0,0,1,1,134900
772,1,1,1,1,1,1,1,1220,0,396,1220,13452,2,1,65,10.33333333,65,3,3,2,2,3,3,0,3,3,3,3,1,1,3,3,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,6,1,0,0,1,0,0,1,1,2,1,1,0,0,0,1,102000
773,1,1,1,1,1,1,1,1117,0,672,1117,13021,3,1,40,6.416666667,40,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,6,1,1,0,1,0,0,1,1,2,1,1,0,0,1,0,107000
774,1,1,1,1,1,1,1,912,0,275,912,14144,2,1,58,9.083333333,58,3,3,3,3,5,3,0,3,3,3,3,0,1,3,3,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,5,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,114500
775,1,1,1,1,1,0,1,1973,0,895,1973,23782,3,4,10,9.083333333,10,4,3,4,3,4,4,4,3,3,3,3,1,1,3,3,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,0,1,9,1,1,1,0,0,1,1,0,3,1,1,0,0,0,0,395000
776,1,1,1,1,1,0,1,1204,0,412,1204,10327,2,1,18,7.166666667,18,3,3,5,3,5,3,0,3,3,2,4,1,1,3,3,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2,0,1,5,1,0,1,0,0,1,1,0,2,1,1,0,0,1,1,162000
777,1,1,0,1,1,1,1,1614,0,865,1614,19060,3,2,10,10.08333333,11,4,3,4,3,5,4,0,3,3,3,3,1,1,3,3,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,0,1,7,1,0,1,0,0,1,0,1,3,1,1,0,0,0,0,221500
778,1,1,0,1,1,1,1,894,0,440,894,17647,3,1,42,10.16666667,42,3,3,3,3,3,3,2,3,3,3,3,1,1,3,3,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,5,1,1,1,0,0,0,1,1,2,1,1,0,0,1,1,142500
779,1,1,1,1,1,1,1,2020,0,630,2020,13450,4,2,39,8.833333333,39,3,3,0,0,3,3,3,3,3,2,2,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2,10,1,2,0,1,0,0,1,1,2,1,1,0,0,1,1,144000
780,1,1,1,1,1,1,1,1004,0,504,1004,15160,2,1,39,10.25,39,3,3,4,3,3,3,0,3,3,3,2,1,1,2,2,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,4,1,0,1,0,0,0,1,1,2,1,1,0,0,1,1,135000
781,1,1,1,1,1,1,1,1253,0,402,1253,13599,3,2,20,9.166666667,21,3,3,4,4,4,3,3,3,3,3,3,1,1,3,3,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,2,0,1,6,1,1,1,0,0,1,1,0,2,1,1,0,0,1,1,176000
782,1,1,1,1,1,1,1,810,793,484,1603,12554,3,2,24,10.08333333,24,4,4,4,3,5,4,0,3,3,3,4,1,1,3,4,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,1,1,7,1,0,1,0,0,1,0,1,2,1,1,0,0,1,1,175900
783,1,1,0,1,1,1,1,1430,0,605,1430,22676,3,2,14,7.166666667,15,4,3,4,3,5,4,0,3,3,3,3,1,1,3,3,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,0,1,6,1,0,1,0,0,1,0,1,2,1,1,0,0,1,1,187100
784,1,1,0,1,1,0,1,1110,0,602,1110,14554,1,1,38,7.083333333,38,3,4,4,3,5,4,3,3,3,3,2,1,1,3,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,4,1,1,1,0,0,1,1,0,2,1,1,0,0,1,1,165500
785,1,1,1,1,1,1,1,742,742,0,1484,11212,3,1,15,8.166666667,102,3,3,3,3,5,3,4,0,0,2,3,1,1,3,2,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,2,0,1,9,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,128000
786,1,1,1,1,1,1,1,1342,0,457,1342,15872,3,2,49,6.916666667,49,3,3,3,3,3,3,4,3,3,3,3,0,1,3,3,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,1,7,1,1,1,0,0,0,1,1,2,1,1,0,0,1,1,161500
787,1,1,1,1,1,1,1,966,686,416,1652,16148,4,1,66,6.166666667,55,3,4,2,3,3,3,0,3,3,2,2,0,1,3,2,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,2,0,1,7,1,0,0,1,0,0,1,1,1,1,1,1,1200,1,1,139000
788,1,1,0,1,1,1,1,956,1128,618,2084,16961,4,2,12,6.583333333,12,4,3,4,3,5,4,0,3,3,3,4,1,1,3,4,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2,1,1,8,1,0,0,0,1,1,0,1,2,1,1,0,0,1,1,233000
789,1,1,1,1,1,0,1,901,0,281,901,9935,2,1,16,8,62,3,3,3,3,5,3,0,2,3,2,3,1,1,3,3,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,4,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,107900
790,1,1,0,0,1,1,1,976,1111,444,2087,18945,5,3,9,9.083333333,50,3,3,3,2,4,4,0,3,3,3,4,1,1,3,4,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,2,1,1,9,1,0,1,0,0,1,1,0,2,1,1,0,0,1,1,187500
791,1,1,1,1,1,1,1,1145,0,397,1145,8329,2,2,10,6.916666667,11,4,3,4,3,5,4,4,3,3,3,4,1,1,3,3,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,0,1,5,1,1,1,0,0,1,1,0,2,1,1,0,0,1,1,160200
792,1,1,0,1,1,0,1,1062,0,539,1062,16174,3,1,40,9.25,40,3,3,4,3,3,3,3,3,3,3,3,1,1,3,3,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,5,1,2,1,0,0,1,0,1,2,1,1,0,0,1,1,146800
793,1,1,0,1,1,0,1,1127,886,455,2013,17037,3,4,19,9.166666667,19,4,3,4,3,5,3,3,3,3,3,4,1,1,3,4,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,2,1,1,8,1,1,1,0,0,0,1,1,2,1,1,0,0,1,1,269790
794,1,1,1,1,1,1,1,1496,0,474,1496,16130,3,3,9,9.166666667,9,4,3,4,3,5,4,0,3,3,3,3,1,1,3,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,1,7,1,0,1,0,0,1,1,0,2,1,1,0,0,0,0,225000
795,1,1,0,1,1,0,1,1086,809,409,1895,16644,3,2,20,7.833333333,22,4,3,4,3,5,4,3,3,3,3,4,1,1,3,4,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,2,1,1,7,1,1,1,0,0,1,1,0,2,1,1,1,500,1,1,194500
796,1,1,1,1,1,1,1,888,676,476,1564,13758,3,2,35,6.333333333,36,3,3,4,3,3,3,3,3,3,3,4,1,1,3,4,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,2,1,1,7,1,1,1,0,0,0,1,1,2,1,1,0,0,1,1,171000
797,1,1,1,1,1,1,1,1285,0,528,1285,12972,3,1,39,9.333333333,39,3,3,3,3,5,3,3,3,3,3,3,1,1,3,3,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,7,1,1,1,0,0,1,0,1,2,1,1,0,0,1,1,143500
798,1,1,1,1,1,1,1,773,0,240,773,11066,2,1,63,8.333333333,63,3,3,3,3,4,3,0,3,3,3,3,1,1,3,3,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,4,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,110000
799,1,1,1,1,1,1,1,1966,1174,820,3140,25656,4,4,7,7.083333333,7,5,3,5,3,5,5,4,3,3,3,4,1,1,3,4,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,3,1,1,11,1,2,0,0,1,1,1,0,3,1,1,0,0,0,0,485000
800,1,1,1,1,1,0,1,981,787,240,1768,13014,3,1,66,9.166666667,77,3,3,4,3,5,4,3,3,3,3,2,0,1,3,2,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,7,1,2,0,1,0,0,1,1,1,1,1,0,0,1,1,175000
801,1,1,0,0,1,1,0,616,1072,603,1688,18790,4,3,19,8.25,19,3,3,4,3,4,4,0,3,3,3,4,0,1,3,4,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2,1,1,8,1,0,1,0,0,1,0,1,2,1,1,1,400,1,1,200000
802,1,1,1,1,1,1,1,1196,0,440,1196,10064,2,1,26,9.083333333,59,3,3,3,3,5,3,0,3,3,2,1,1,1,3,3,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,5,1,0,0,1,0,0,1,1,2,1,1,0,0,1,1,109900
803,1,1,1,1,1,1,1,728,728,410,1456,13094,3,2,11,7.833333333,11,4,3,4,3,5,4,4,3,3,3,4,1,1,3,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,1,7,1,1,1,0,0,1,1,0,2,1,1,0,0,1,1,189000
804,1,1,1,1,1,1,1,1734,1088,1020,2822,24968,4,4,7,7.583333333,7,5,3,5,3,5,5,4,3,3,3,4,1,1,3,4,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,3,1,1,12,1,1,0,0,1,1,0,1,3,1,1,0,0,0,0,582933
805,1,1,1,1,1,1,1,1128,0,286,1128,13489,2,1,62,10.16666667,62,3,3,3,3,3,3,0,3,3,3,3,1,1,3,3,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,5,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,118000
806,1,1,0,1,1,0,1,1428,0,554,1428,18925,3,3,8,8.083333333,8,4,3,4,3,5,5,0,3,3,3,3,1,1,3,3,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,0,1,6,1,0,1,0,0,1,0,1,2,1,1,0,0,0,0,227680
807,1,1,1,1,1,1,1,980,0,384,980,14197,3,1,49,9.833333333,49,3,3,3,3,4,3,0,3,3,3,3,1,1,3,3,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,0,1,6,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,135500
808,1,1,1,1,1,1,1,1072,504,528,1576,28168,3,1,12,7.25,93,3,3,3,3,5,4,3,3,3,3,3,1,1,3,4,0,0,0,0,1,0,0,0,1,1,0,1,1,0,2,0,1,1,1,6,1,1,1,0,0,1,0,1,2,1,1,0,0,1,1,223500
809,1,1,1,1,1,1,1,1086,0,484,1086,19236,3,1,50,10.16666667,50,3,3,3,3,3,3,4,3,3,3,3,1,1,3,3,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,6,1,1,1,0,0,1,0,1,2,1,1,0,0,1,1,159950
810,1,1,1,1,1,0,1,1075,1063,360,2138,14720,2,1,51,6.75,106,3,3,3,3,3,3,0,2,1,2,3,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,3,11,1,0,0,1,0,0,1,1,2,0,1,0,0,1,1,106000
811,1,1,1,1,1,1,1,1309,0,484,1309,16412,3,2,17,10.58333333,42,3,3,3,3,2,4,2,3,3,3,3,1,1,3,3,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,5,1,1,1,0,0,1,0,1,2,1,1,0,0,1,1,181000
812,1,1,1,1,1,1,1,848,0,420,848,8559,1,2,12,8.166666667,12,4,3,4,3,5,4,4,3,3,2,4,1,1,3,3,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,4,1,1,1,0,0,1,1,0,2,1,1,0,0,0,1,144500
813,0,1,1,0,1,1,0,1044,0,504,1044,12450,2,1,64,6.166666667,64,2,3,3,3,3,2,0,3,3,1,3,1,1,3,3,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,4,1,0,0,0,0,0,1,1,2,0,1,1,54,1,0,55993
814,1,1,1,1,1,1,1,1442,0,301,1442,16412,4,1,58,9.333333333,58,3,3,3,3,4,3,0,3,3,3,3,1,1,3,3,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,7,1,0,1,0,0,1,0,1,1,1,1,1,500,0,1,157900
815,1,1,1,1,1,1,1,686,564,280,1250,12748,3,1,66,10.08333333,61,3,3,3,3,4,2,0,3,3,3,2,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,7,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,116000
816,1,1,0,1,1,0,1,1661,0,598,1661,19879,3,2,18,6.25,18,3,3,4,3,5,4,0,3,3,3,3,1,1,3,3,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,0,1,6,1,0,1,0,0,1,0,1,2,1,1,0,0,1,1,224900
817,1,1,0,1,1,0,1,1008,0,275,1008,15852,2,1,62,10.08333333,62,3,3,3,3,4,3,4,3,3,3,3,1,1,3,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,4,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,137000
818,1,1,0,1,1,0,1,1689,0,857,1689,20993,3,1,14,8.083333333,14,4,3,4,3,5,4,4,3,3,3,3,1,1,3,3,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,0,1,7,1,2,1,0,0,1,0,1,3,1,1,0,0,1,1,271000
819,1,1,1,1,1,1,1,1052,0,440,1052,13540,3,3,45,6.166666667,45,3,3,3,3,4,3,0,3,3,3,3,1,1,3,3,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,6,1,0,1,0,0,0,1,1,2,1,1,0,0,1,1,155000
820,1,1,0,1,1,1,1,1358,0,484,1358,12686,2,4,6,6.166666667,6,4,3,4,3,5,4,4,3,3,3,4,1,1,3,3,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2,0,1,6,1,1,1,0,0,1,0,1,2,1,1,0,0,0,0,224000
